,date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
71,2018-01-11,0,0,0,0,2018-01,0.0
72,2018-01-12,9,2,8,85,2018-01,47.15
73,2018-01-13,0,0,0,0,2018-01,0.0
74,2018-01-14,0,0,0,0,2018-01,0.0
75,2018-01-15,0,0,0,0,2018-01,0.0
76,2018-01-16,0,0,0,0,2018-01,0.0
77,2018-01-17,0,0,0,0,2018-01,0.0
78,2018-01-18,0,0,0,0,2018-01,0.0
79,2018-01-19,49,2,48,484,2018-01,90.42
80,2018-01-20,0,0,0,0,2018-01,0.0
81,2018-01-21,0,0,0,0,2018-01,0.0
82,2018-01-22,0,0,0,0,2018-01,0.0
83,2018-01-23,91,2,90,966,2018-01,184.23999999999998
84,2018-01-24,0,0,0,0,2018-01,0.0
85,2018-01-25,0,0,0,0,2018-01,0.0
86,2018-01-26,0,0,0,0,2018-01,0.0
87,2018-01-27,0,0,0,0,2018-01,0.0
88,2018-01-28,0,0,0,0,2018-01,0.0
89,2018-01-29,0,0,0,0,2018-01,0.0
90,2018-01-30,0,0,0,0,2018-01,0.0
91,2018-01-31,9,1,9,66,2018-01,41.5
92,2018-02-01,0,0,0,0,2018-02,0.0
93,2018-02-02,0,0,0,0,2018-02,0.0
94,2018-02-03,0,0,0,0,2018-02,0.0
95,2018-02-04,0,0,0,0,2018-02,0.0
96,2018-02-05,0,0,0,0,2018-02,0.0
97,2018-02-06,0,0,0,0,2018-02,0.0
98,2018-02-07,0,0,0,0,2018-02,0.0
99,2018-02-08,0,0,0,0,2018-02,0.0
100,2018-02-09,0,0,0,0,2018-02,0.0
101,2018-02-10,0,0,0,0,2018-02,0.0
102,2018-02-11,0,0,0,0,2018-02,0.0
103,2018-02-12,0,0,0,0,2018-02,0.0
104,2018-02-13,0,0,0,0,2018-02,0.0
105,2018-02-14,0,0,0,0,2018-02,0.0
106,2018-02-15,59,4,58,681,2018-02,1091.53
107,2018-02-16,0,0,0,0,2018-02,0.0
108,2018-02-17,0,0,0,0,2018-02,0.0
109,2018-02-18,0,0,0,0,2018-02,0.0
110,2018-02-19,0,0,0,0,2018-02,0.0
111,2018-02-20,0,0,0,0,2018-02,0.0
112,2018-02-21,4,1,4,35,2018-02,10.17
113,2018-02-22,0,0,0,0,2018-02,0.0
114,2018-02-23,29,4,28,76,2018-02,71.84
115,2018-02-24,0,0,0,0,2018-02,0.0
116,2018-02-25,0,0,0,0,2018-02,0.0
117,2018-02-26,1,1,1,4,2018-02,2.1
118,2018-02-27,19,1,19,235,2018-02,23.67
119,2018-02-28,0,0,0,0,2018-02,0.0
120,2018-03-01,0,0,0,0,2018-03,0.0
121,2018-03-02,0,0,0,0,2018-03,0.0
122,2018-03-03,0,0,0,0,2018-03,0.0
123,2018-03-04,0,0,0,0,2018-03,0.0
124,2018-03-05,10,1,10,101,2018-03,27.700000000000003
125,2018-03-06,0,0,0,0,2018-03,0.0
126,2018-03-07,0,0,0,0,2018-03,0.0
127,2018-03-08,24,1,24,261,2018-03,69.55
128,2018-03-09,32,3,32,394,2018-03,88.98
129,2018-03-10,0,0,0,0,2018-03,0.0
130,2018-03-11,29,1,29,343,2018-03,53.81000000000002
131,2018-03-12,1,1,1,24,2018-03,1.65
132,2018-03-13,0,0,0,0,2018-03,0.0
133,2018-03-14,0,0,0,0,2018-03,0.0
134,2018-03-15,0,0,0,0,2018-03,0.0
135,2018-03-16,0,0,0,0,2018-03,0.0
136,2018-03-17,0,0,0,0,2018-03,0.0
137,2018-03-18,7,1,7,56,2018-03,26.699999999999996
138,2018-03-19,0,0,0,0,2018-03,0.0
139,2018-03-20,0,0,0,0,2018-03,0.0
140,2018-03-21,0,0,0,0,2018-03,0.0
141,2018-03-22,7,1,7,59,2018-03,33.940000000000005
142,2018-03-23,58,7,55,708,2018-03,530.1200000000001
143,2018-03-24,0,0,0,0,2018-03,0.0
144,2018-03-25,0,0,0,0,2018-03,0.0
145,2018-03-26,0,0,0,0,2018-03,0.0
146,2018-03-27,0,0,0,0,2018-03,0.0
147,2018-03-28,0,0,0,0,2018-03,0.0
148,2018-03-29,31,1,31,323,2018-03,44.96
149,2018-03-30,0,0,0,0,2018-03,0.0
150,2018-03-31,0,0,0,0,2018-03,0.0
151,2018-04-01,0,0,0,0,2018-04,0.0
152,2018-04-02,0,0,0,0,2018-04,0.0
153,2018-04-03,0,0,0,0,2018-04,0.0
154,2018-04-04,0,0,0,0,2018-04,0.0
155,2018-04-05,13,1,13,136,2018-04,34.4
156,2018-04-06,18,1,18,145,2018-04,55.800000000000004
157,2018-04-07,0,0,0,0,2018-04,0.0
158,2018-04-08,0,0,0,0,2018-04,0.0
159,2018-04-09,0,0,0,0,2018-04,0.0
160,2018-04-10,12,1,12,102,2018-04,42.150000000000006
161,2018-04-11,0,0,0,0,2018-04,0.0
162,2018-04-12,0,0,0,0,2018-04,0.0
163,2018-04-13,27,1,27,258,2018-04,70.99999999999999
164,2018-04-14,0,0,0,0,2018-04,0.0
165,2018-04-15,9,1,9,68,2018-04,32.79
166,2018-04-16,0,0,0,0,2018-04,0.0
167,2018-04-17,20,1,20,152,2018-04,60.739999999999995
168,2018-04-18,0,0,0,0,2018-04,0.0
169,2018-04-19,16,2,15,66,2018-04,45.75
170,2018-04-20,0,0,0,0,2018-04,0.0
171,2018-04-21,0,0,0,0,2018-04,0.0
172,2018-04-22,0,0,0,0,2018-04,0.0
173,2018-04-23,0,0,0,0,2018-04,0.0
174,2018-04-24,0,0,0,0,2018-04,0.0
175,2018-04-25,0,0,0,0,2018-04,0.0
176,2018-04-26,0,0,0,0,2018-04,0.0
177,2018-04-27,37,1,37,289,2018-04,371.91
178,2018-04-28,0,0,0,0,2018-04,0.0
179,2018-04-29,4,1,4,28,2018-04,19.95
180,2018-04-30,0,0,0,0,2018-04,0.0
181,2018-05-01,0,0,0,0,2018-05,0.0
182,2018-05-02,0,0,0,0,2018-05,0.0
183,2018-05-03,113,3,87,1521,2018-05,243.52
184,2018-05-04,0,0,0,0,2018-05,0.0
185,2018-05-05,0,0,0,0,2018-05,0.0
186,2018-05-06,0,0,0,0,2018-05,0.0
187,2018-05-07,14,1,14,169,2018-05,38.1
188,2018-05-08,0,0,0,0,2018-05,0.0
189,2018-05-09,0,0,0,0,2018-05,0.0
190,2018-05-10,0,0,0,0,2018-05,0.0
191,2018-05-11,0,0,0,0,2018-05,0.0
192,2018-05-12,0,0,0,0,2018-05,0.0
193,2018-05-13,28,1,28,330,2018-05,38.84
194,2018-05-14,0,0,0,0,2018-05,0.0
195,2018-05-15,0,0,0,0,2018-05,0.0
196,2018-05-16,0,0,0,0,2018-05,0.0
197,2018-05-17,0,0,0,0,2018-05,0.0
198,2018-05-18,0,0,0,0,2018-05,0.0
199,2018-05-19,0,0,0,0,2018-05,0.0
200,2018-05-20,0,0,0,0,2018-05,0.0
201,2018-05-21,73,1,73,661,2018-05,201.2
202,2018-05-22,50,1,50,470,2018-05,112.64
203,2018-05-23,0,0,0,0,2018-05,0.0
204,2018-05-24,0,0,0,0,2018-05,0.0
205,2018-05-25,0,0,0,0,2018-05,0.0
206,2018-05-26,0,0,0,0,2018-05,0.0
207,2018-05-27,0,0,0,0,2018-05,0.0
208,2018-05-28,0,0,0,0,2018-05,0.0
209,2018-05-29,0,0,0,0,2018-05,0.0
210,2018-05-30,0,0,0,0,2018-05,0.0
211,2018-05-31,73,2,69,540,2018-05,216.43
212,2018-06-01,0,0,0,0,2018-06,0.0
213,2018-06-02,0,0,0,0,2018-06,0.0
214,2018-06-03,0,0,0,0,2018-06,0.0
215,2018-06-04,0,0,0,0,2018-06,0.0
216,2018-06-05,0,0,0,0,2018-06,0.0
217,2018-06-06,0,0,0,0,2018-06,0.0
218,2018-06-07,0,0,0,0,2018-06,0.0
219,2018-06-08,0,0,0,0,2018-06,0.0
220,2018-06-09,0,0,0,0,2018-06,0.0
221,2018-06-10,0,0,0,0,2018-06,0.0
222,2018-06-11,0,0,0,0,2018-06,0.0
223,2018-06-12,0,0,0,0,2018-06,0.0
224,2018-06-13,0,0,0,0,2018-06,0.0
225,2018-06-14,0,0,0,0,2018-06,0.0
226,2018-06-15,50,2,47,489,2018-06,125.47
227,2018-06-16,0,0,0,0,2018-06,0.0
228,2018-06-17,0,0,0,0,2018-06,0.0
229,2018-06-18,0,0,0,0,2018-06,0.0
230,2018-06-19,8,2,8,54,2018-06,40.8
231,2018-06-20,0,0,0,0,2018-06,0.0
232,2018-06-21,0,0,0,0,2018-06,0.0
233,2018-06-22,0,0,0,0,2018-06,0.0
234,2018-06-23,0,0,0,0,2018-06,0.0
235,2018-06-24,0,0,0,0,2018-06,0.0
236,2018-06-25,76,3,75,851,2018-06,169.66
237,2018-06-26,10,1,10,75,2018-06,33.849999999999994
238,2018-06-27,0,0,0,0,2018-06,0.0
239,2018-06-28,8,1,8,56,2018-06,32.9
240,2018-06-29,0,0,0,0,2018-06,0.0
241,2018-06-30,0,0,0,0,2018-06,0.0
242,2018-07-01,0,0,0,0,2018-07,0.0
243,2018-07-02,0,0,0,0,2018-07,0.0
244,2018-07-03,0,0,0,0,2018-07,0.0
245,2018-07-04,31,1,31,285,2018-07,88.96
246,2018-07-05,0,0,0,0,2018-07,0.0
247,2018-07-06,0,0,0,0,2018-07,0.0
248,2018-07-07,0,0,0,0,2018-07,0.0
249,2018-07-08,0,0,0,0,2018-07,0.0
250,2018-07-09,0,0,0,0,2018-07,0.0
251,2018-07-10,0,0,0,0,2018-07,0.0
252,2018-07-11,0,0,0,0,2018-07,0.0
253,2018-07-12,8,2,7,65,2018-07,47.699999999999996
254,2018-07-13,0,0,0,0,2018-07,0.0
255,2018-07-14,0,0,0,0,2018-07,0.0
256,2018-07-15,0,0,0,0,2018-07,0.0
257,2018-07-16,48,1,48,545,2018-07,135.7
258,2018-07-17,0,0,0,0,2018-07,0.0
259,2018-07-18,0,0,0,0,2018-07,0.0
260,2018-07-19,11,1,11,21,2018-07,43.400000000000006
261,2018-07-20,0,0,0,0,2018-07,0.0
262,2018-07-21,0,0,0,0,2018-07,0.0
263,2018-07-22,3,1,3,17,2018-07,19.6
264,2018-07-23,24,1,24,296,2018-07,40.25
265,2018-07-24,45,1,42,101,2018-07,103.57000000000002
266,2018-07-25,1,1,1,1,2018-07,20.0
267,2018-07-26,0,0,0,0,2018-07,0.0
268,2018-07-27,0,0,0,0,2018-07,0.0
269,2018-07-28,0,0,0,0,2018-07,0.0
270,2018-07-29,0,0,0,0,2018-07,0.0
271,2018-07-30,0,0,0,0,2018-07,0.0
272,2018-07-31,0,0,0,0,2018-07,0.0
273,2018-08-01,20,1,20,257,2018-08,41.19
274,2018-08-02,0,0,0,0,2018-08,0.0
275,2018-08-03,0,0,0,0,2018-08,0.0
276,2018-08-04,0,0,0,0,2018-08,0.0
277,2018-08-05,0,0,0,0,2018-08,0.0
278,2018-08-06,0,0,0,0,2018-08,0.0
279,2018-08-07,91,3,91,1145,2018-08,454.61
280,2018-08-08,0,0,0,0,2018-08,0.0
281,2018-08-09,0,0,0,0,2018-08,0.0
282,2018-08-10,0,0,0,0,2018-08,0.0
283,2018-08-11,0,0,0,0,2018-08,0.0
284,2018-08-12,15,1,15,116,2018-08,63.85
285,2018-08-13,0,0,0,0,2018-08,0.0
286,2018-08-14,68,1,68,706,2018-08,184.75000000000003
287,2018-08-15,0,0,0,0,2018-08,0.0
288,2018-08-16,0,0,0,0,2018-08,0.0
289,2018-08-17,2,1,2,3,2018-08,16.65
290,2018-08-18,0,0,0,0,2018-08,0.0
291,2018-08-19,0,0,0,0,2018-08,0.0
292,2018-08-20,0,0,0,0,2018-08,0.0
293,2018-08-21,13,1,13,196,2018-08,24.19
294,2018-08-22,0,0,0,0,2018-08,0.0
295,2018-08-23,28,1,28,326,2018-08,64.61
296,2018-08-24,0,0,0,0,2018-08,0.0
297,2018-08-25,0,0,0,0,2018-08,0.0
298,2018-08-26,0,0,0,0,2018-08,0.0
299,2018-08-27,0,0,0,0,2018-08,0.0
300,2018-08-28,27,2,26,123,2018-08,42.44
301,2018-08-29,66,3,59,615,2018-08,179.2
302,2018-08-30,25,2,25,254,2018-08,63.019999999999996
303,2018-08-31,0,0,0,0,2018-08,0.0
304,2018-09-01,0,0,0,0,2018-09,0.0
305,2018-09-02,0,0,0,0,2018-09,0.0
306,2018-09-03,0,0,0,0,2018-09,0.0
307,2018-09-04,1,1,1,18,2018-09,3.75
308,2018-09-05,1,1,1,1,2018-09,25.0
309,2018-09-06,0,0,0,0,2018-09,0.0
310,2018-09-07,22,2,22,184,2018-09,72.56
311,2018-09-08,0,0,0,0,2018-09,0.0
312,2018-09-09,0,0,0,0,2018-09,0.0
313,2018-09-10,0,0,0,0,2018-09,0.0
314,2018-09-11,13,1,13,125,2018-09,43.059999999999995
315,2018-09-12,41,1,41,441,2018-09,85.67999999999999
316,2018-09-13,0,0,0,0,2018-09,0.0
317,2018-09-14,0,0,0,0,2018-09,0.0
318,2018-09-15,0,0,0,0,2018-09,0.0
319,2018-09-16,22,1,22,197,2018-09,48.8
320,2018-09-17,0,0,0,0,2018-09,0.0
321,2018-09-18,18,1,18,173,2018-09,53.650000000000006
322,2018-09-19,0,0,0,0,2018-09,0.0
323,2018-09-20,1,1,1,1,2018-09,10.0
324,2018-09-21,115,2,114,1368,2018-09,260.90999999999997
325,2018-09-22,0,0,0,0,2018-09,0.0
326,2018-09-23,0,0,0,0,2018-09,0.0
327,2018-09-24,38,2,38,47,2018-09,84.86999999999999
328,2018-09-25,41,1,41,366,2018-09,91.57
329,2018-09-26,0,0,0,0,2018-09,0.0
330,2018-09-27,1,1,1,1,2018-09,15.0
331,2018-09-28,20,2,20,199,2018-09,20.02
332,2018-09-29,0,0,0,0,2018-09,0.0
333,2018-09-30,0,0,0,0,2018-09,0.0
334,2018-10-01,0,0,0,0,2018-10,0.0
335,2018-10-02,0,0,0,0,2018-10,0.0
336,2018-10-03,0,0,0,0,2018-10,0.0
337,2018-10-04,0,0,0,0,2018-10,0.0
338,2018-10-05,14,4,12,106,2018-10,69.22
339,2018-10-06,0,0,0,0,2018-10,0.0
340,2018-10-07,0,0,0,0,2018-10,0.0
341,2018-10-08,0,0,0,0,2018-10,0.0
342,2018-10-09,0,0,0,0,2018-10,0.0
343,2018-10-10,79,2,79,988,2018-10,114.38999999999999
344,2018-10-11,4,1,4,43,2018-10,20.8
345,2018-10-12,1,1,1,20,2018-10,1.65
346,2018-10-13,0,0,0,0,2018-10,0.0
347,2018-10-14,0,0,0,0,2018-10,0.0
348,2018-10-15,1,1,1,2,2018-10,112.84
349,2018-10-16,0,0,0,0,2018-10,0.0
350,2018-10-17,0,0,0,0,2018-10,0.0
351,2018-10-18,0,0,0,0,2018-10,0.0
352,2018-10-19,25,2,24,246,2018-10,61.129999999999995
353,2018-10-20,0,0,0,0,2018-10,0.0
354,2018-10-21,0,0,0,0,2018-10,0.0
355,2018-10-22,16,1,16,110,2018-10,83.42999999999999
356,2018-10-23,9,1,9,77,2018-10,30.54
357,2018-10-24,0,0,0,0,2018-10,0.0
358,2018-10-25,3,1,3,6,2018-10,16.75
359,2018-10-26,0,0,0,0,2018-10,0.0
360,2018-10-27,0,0,0,0,2018-10,0.0
361,2018-10-28,0,0,0,0,2018-10,0.0
362,2018-10-29,0,0,0,0,2018-10,0.0
363,2018-10-30,0,0,0,0,2018-10,0.0
364,2018-10-31,80,4,75,875,2018-10,243.82
365,2018-11-01,0,0,0,0,2018-11,0.0
366,2018-11-02,0,0,0,0,2018-11,0.0
367,2018-11-03,0,0,0,0,2018-11,0.0
368,2018-11-04,0,0,0,0,2018-11,0.0
369,2018-11-05,24,1,24,189,2018-11,53.120000000000005
370,2018-11-06,0,0,0,0,2018-11,0.0
371,2018-11-07,0,0,0,0,2018-11,0.0
372,2018-11-08,55,1,55,587,2018-11,99.79
373,2018-11-09,2,1,2,19,2018-11,17.1
374,2018-11-10,0,0,0,0,2018-11,0.0
375,2018-11-11,0,0,0,0,2018-11,0.0
376,2018-11-12,0,0,0,0,2018-11,0.0
377,2018-11-13,6,1,6,70,2018-11,21.310000000000002
378,2018-11-14,38,2,38,499,2018-11,83.01
379,2018-11-15,42,2,41,356,2018-11,119.51000000000002
380,2018-11-16,0,0,0,0,2018-11,0.0
381,2018-11-17,0,0,0,0,2018-11,0.0
382,2018-11-18,0,0,0,0,2018-11,0.0
383,2018-11-19,94,2,94,237,2018-11,190.00999999999996
384,2018-11-20,22,1,22,186,2018-11,64.25
385,2018-11-21,25,2,25,141,2018-11,315.66
386,2018-11-22,0,0,0,0,2018-11,0.0
387,2018-11-23,0,0,0,0,2018-11,0.0
388,2018-11-24,0,0,0,0,2018-11,0.0
389,2018-11-25,0,0,0,0,2018-11,0.0
390,2018-11-26,30,3,30,349,2018-11,69.14
391,2018-11-27,52,3,52,482,2018-11,89.96999999999998
392,2018-11-28,4,1,2,37,2018-11,33.7
393,2018-11-29,0,0,0,0,2018-11,0.0
394,2018-11-30,0,0,0,0,2018-11,0.0
395,2018-12-01,0,0,0,0,2018-12,0.0
396,2018-12-02,0,0,0,0,2018-12,0.0
397,2018-12-03,0,0,0,0,2018-12,0.0
398,2018-12-04,0,0,0,0,2018-12,0.0
399,2018-12-05,0,0,0,0,2018-12,0.0
400,2018-12-06,0,0,0,0,2018-12,0.0
401,2018-12-07,0,0,0,0,2018-12,0.0
402,2018-12-08,0,0,0,0,2018-12,0.0
403,2018-12-09,0,0,0,0,2018-12,0.0
404,2018-12-10,0,0,0,0,2018-12,0.0
405,2018-12-11,0,0,0,0,2018-12,0.0
406,2018-12-12,0,0,0,0,2018-12,0.0
407,2018-12-13,0,0,0,0,2018-12,0.0
408,2018-12-14,0,0,0,0,2018-12,0.0
409,2018-12-15,0,0,0,0,2018-12,0.0
410,2018-12-16,0,0,0,0,2018-12,0.0
411,2018-12-17,16,1,16,46,2018-12,46.33
412,2018-12-18,54,1,54,525,2018-12,98.50999999999999
413,2018-12-19,0,0,0,0,2018-12,0.0
414,2018-12-20,0,0,0,0,2018-12,0.0
415,2018-12-21,0,0,0,0,2018-12,0.0
416,2018-12-22,0,0,0,0,2018-12,0.0
417,2018-12-23,0,0,0,0,2018-12,0.0
418,2018-12-24,0,0,0,0,2018-12,0.0
419,2018-12-25,0,0,0,0,2018-12,0.0
420,2018-12-26,0,0,0,0,2018-12,0.0
421,2018-12-27,0,0,0,0,2018-12,0.0
422,2018-12-28,0,0,0,0,2018-12,0.0
423,2018-12-29,0,0,0,0,2018-12,0.0
424,2018-12-30,0,0,0,0,2018-12,0.0
425,2018-12-31,0,0,0,0,2018-12,0.0
426,2019-01-01,0,0,0,0,2019-01,0.0
427,2019-01-02,0,0,0,0,2019-01,0.0
428,2019-01-03,0,0,0,0,2019-01,0.0
429,2019-01-04,0,0,0,0,2019-01,0.0
430,2019-01-05,0,0,0,0,2019-01,0.0
431,2019-01-06,0,0,0,0,2019-01,0.0
432,2019-01-07,0,0,0,0,2019-01,0.0
433,2019-01-08,0,0,0,0,2019-01,0.0
434,2019-01-09,0,0,0,0,2019-01,0.0
435,2019-01-10,0,0,0,0,2019-01,0.0
436,2019-01-11,79,1,79,876,2019-01,125.58000000000004
437,2019-01-12,0,0,0,0,2019-01,0.0
438,2019-01-13,0,0,0,0,2019-01,0.0
439,2019-01-14,0,0,0,0,2019-01,0.0
440,2019-01-15,0,0,0,0,2019-01,0.0
441,2019-01-16,33,1,33,377,2019-01,56.779999999999994
442,2019-01-17,2,1,2,24,2019-01,2.12
443,2019-01-18,106,1,106,1214,2019-01,236.00000000000003
444,2019-01-19,0,0,0,0,2019-01,0.0
445,2019-01-20,0,0,0,0,2019-01,0.0
446,2019-01-21,0,0,0,0,2019-01,0.0
447,2019-01-22,0,0,0,0,2019-01,0.0
448,2019-01-23,0,0,0,0,2019-01,0.0
449,2019-01-24,0,0,0,0,2019-01,0.0
450,2019-01-25,0,0,0,0,2019-01,0.0
451,2019-01-26,0,0,0,0,2019-01,0.0
452,2019-01-27,0,0,0,0,2019-01,0.0
453,2019-01-28,9,1,9,97,2019-01,23.14
454,2019-01-29,12,1,12,80,2019-01,53.550000000000004
455,2019-01-30,0,0,0,0,2019-01,0.0
456,2019-01-31,1,1,1,4,2019-01,1.45
457,2019-02-01,0,0,0,0,2019-02,0.0
458,2019-02-02,0,0,0,0,2019-02,0.0
459,2019-02-03,0,0,0,0,2019-02,0.0
460,2019-02-04,0,0,0,0,2019-02,0.0
461,2019-02-05,15,2,14,128,2019-02,46.27
462,2019-02-06,0,0,0,0,2019-02,0.0
463,2019-02-07,0,0,0,0,2019-02,0.0
464,2019-02-08,0,0,0,0,2019-02,0.0
465,2019-02-09,0,0,0,0,2019-02,0.0
466,2019-02-10,0,0,0,0,2019-02,0.0
467,2019-02-11,0,0,0,0,2019-02,0.0
468,2019-02-12,0,0,0,0,2019-02,0.0
469,2019-02-13,0,0,0,0,2019-02,0.0
470,2019-02-14,0,0,0,0,2019-02,0.0
471,2019-02-15,0,0,0,0,2019-02,0.0
472,2019-02-16,0,0,0,0,2019-02,0.0
473,2019-02-17,0,0,0,0,2019-02,0.0
474,2019-02-18,119,2,118,1440,2019-02,273.65999999999997
475,2019-02-19,44,1,44,514,2019-02,62.599999999999994
476,2019-02-20,0,0,0,0,2019-02,0.0
477,2019-02-21,0,0,0,0,2019-02,0.0
478,2019-02-22,0,0,0,0,2019-02,0.0
479,2019-02-23,0,0,0,0,2019-02,0.0
480,2019-02-24,0,0,0,0,2019-02,0.0
481,2019-02-25,0,0,0,0,2019-02,0.0
482,2019-02-26,0,0,0,0,2019-02,0.0
483,2019-02-27,0,0,0,0,2019-02,0.0
484,2019-02-28,0,0,0,0,2019-02,0.0
485,2019-03-01,0,0,0,0,2019-03,0.0
486,2019-03-02,0,0,0,0,2019-03,0.0
487,2019-03-03,0,0,0,0,2019-03,0.0
488,2019-03-04,0,0,0,0,2019-03,0.0
489,2019-03-05,0,0,0,0,2019-03,0.0
490,2019-03-06,27,1,27,198,2019-03,76.57000000000001
491,2019-03-07,0,0,0,0,2019-03,0.0
492,2019-03-08,0,0,0,0,2019-03,0.0
493,2019-03-09,0,0,0,0,2019-03,0.0
494,2019-03-10,0,0,0,0,2019-03,0.0
495,2019-03-11,8,1,8,57,2019-03,41.51
496,2019-03-12,0,0,0,0,2019-03,0.0
497,2019-03-13,0,0,0,0,2019-03,0.0
498,2019-03-14,0,0,0,0,2019-03,0.0
499,2019-03-15,0,0,0,0,2019-03,0.0
500,2019-03-16,0,0,0,0,2019-03,0.0
501,2019-03-17,0,0,0,0,2019-03,0.0
502,2019-03-18,0,0,0,0,2019-03,0.0
503,2019-03-19,12,1,12,99,2019-03,49.290000000000006
504,2019-03-20,0,0,0,0,2019-03,0.0
505,2019-03-21,0,0,0,0,2019-03,0.0
506,2019-03-22,22,2,21,250,2019-03,81.07000000000001
507,2019-03-23,0,0,0,0,2019-03,0.0
508,2019-03-24,0,0,0,0,2019-03,0.0
509,2019-03-25,0,0,0,0,2019-03,0.0
510,2019-03-26,104,2,103,1378,2019-03,272.65
511,2019-03-27,16,1,16,261,2019-03,28.38
512,2019-03-28,0,0,0,0,2019-03,0.0
513,2019-03-29,0,0,0,0,2019-03,0.0
514,2019-03-30,0,0,0,0,2019-03,0.0
515,2019-03-31,0,0,0,0,2019-03,0.0
516,2019-04-01,0,0,0,0,2019-04,0.0
517,2019-04-02,15,2,15,208,2019-04,28.01999999999999
518,2019-04-03,0,0,0,0,2019-04,0.0
519,2019-04-04,0,0,0,0,2019-04,0.0
520,2019-04-05,0,0,0,0,2019-04,0.0
521,2019-04-06,0,0,0,0,2019-04,0.0
522,2019-04-07,0,0,0,0,2019-04,0.0
523,2019-04-08,0,0,0,0,2019-04,0.0
524,2019-04-09,0,0,0,0,2019-04,0.0
525,2019-04-10,0,0,0,0,2019-04,0.0
526,2019-04-11,0,0,0,0,2019-04,0.0
527,2019-04-12,0,0,0,0,2019-04,0.0
528,2019-04-13,0,0,0,0,2019-04,0.0
